lat,lon,name,admin1,admin2,cc,country
42.57688,1.66769,Soldeu,Canillo,,AD,Andorra
42.57952,1.65362,El Tarter,Canillo,,AD,Andorra
42.46372,1.49129,Sant Julia de Loria,Sant Julia de Loria,,AD,Andorra
42.54277,1.73361,Pas de la Casa,Encamp,,AD,Andorra
42.55623,1.53319,Ordino,Ordino,,AD,Andorra
42.50729,1.53414,les Escaldes,Escaldes-Engordany,,AD,Andorra
42.54499,1.51483,la Massana,La Massana,,AD,Andorra
42.54391,1.52289,l'Aldosa,La Massana,,AD,Andorra
42.53474,1.58014,Encamp,Encamp,,AD,Andorra
42.5676,1.59756,Canillo,Canillo,,AD,Andorra
42.57205,1.48453,Arinsal,La Massana,,AD,Andorra
42.50779,1.52109,Andorra la Vella,Andorra la Vella,,AD,Andorra
25.56473,55.55517,Umm Al Quwain City,Imarat Umm al Qaywayn,,AE,United Arab Emirates
25.78953,55.9432,Ras Al Khaimah City,Imarat Ra's al Khaymah,,AE,United Arab Emirates
23.14355,53.7881,Muzayri`,Abu Dhabi,,AE,United Arab Emirates
25.27623,56.36256,Murbah,Sharjah,,AE,United Arab Emirates
23.65416,53.70522,Zayed City,Abu Dhabi,Al Dhafra,AE,United Arab Emirates
25.33132,56.34199,Khawr Fakkan,Sharjah,,AE,United Arab Emirates
25.07725,55.30927,Dubai,Dubai,,AE,United Arab Emirates
25.59246,56.26176,Dibba Al-Fujairah,Fujairah,,AE,United Arab Emirates
25.61955,56.27291,Dibba Al-Hisn,Fujairah,,AE,United Arab Emirates
25.33737,55.41206,Sharjah,Sharjah,,AE,United Arab Emirates
24.11028,52.73056,Ar Ruways,Abu Dhabi,,AE,United Arab Emirates
25.11641,56.34141,Al Fujairah City,Fujairah,,AE,United Arab Emirates
24.19167,55.76056,Al Ain City,Abu Dhabi,,AE,United Arab Emirates
25.40177,55.47878,Ajman City,Ajman,,AE,United Arab Emirates
25.28812,55.88157,Adh Dhayd,Sharjah,,AE,United Arab Emirates
24.45118,54.39696,Abu Dhabi,Abu Dhabi,,AE,United Arab Emirates
24.42588,54.605,Khalifah A City,Abu Dhabi,,AE,United Arab Emirates
24.30978,54.62944,Bani Yas City,Abu Dhabi,,AE,United Arab Emirates
24.35893,54.48267,Musaffah,Abu Dhabi,,AE,United Arab Emirates
24.39268,54.70779,Al Shamkhah City,Abu Dhabi,,AE,United Arab Emirates
25.14479,56.24764,Reef Al Fujairah City,Fujairah,,AE,United Arab Emirates
33.54149,69.73446,Zor Kot,Khowst,Musa Khel,AF,Afghanistan
34.3436,67.90567,Wuleswali Bihsud,Vardak,Markazi Bihsud,AF,Afghanistan
34.65389,61.19778,Kuhsan,Herat,Kuhsan,AF,Afghanistan
35.3782,64.77457,Lash,Faryab,Kohistan,AF,Afghanistan
35.94831,66.42132,Tukzar,Sar-e Pol,Sangcharak,AF,Afghanistan
34.24348,70.72855,Bati,Nangarhar,Bati Kot,AF,Afghanistan
33.32462,68.44068,Miray,Ghazni,Andar,AF,Afghanistan
36.08352,66.84029,Aq Kupruk,Balkh,Kishindeh,AF,Afghanistan
33.43778,69.02774,Zurmat,Paktia,Zurmat,AF,Afghanistan
36.52947,71.3441,Zaybak,Badakhshan,Zaybak,AF,Afghanistan
31.9848,65.4736,Ziarat-e Shah Maqsud,Kandahar,Khakrez,AF,Afghanistan
34.34264,61.74675,Zindah Jan,Herat,Zindah Jan,AF,Afghanistan
32.84734,68.44573,Zarghun Shahr,Paktika,Zarghun Shahr,AF,Afghanistan
33.14641,68.79213,Zarah Sharan,Paktika,Sharan,AF,Afghanistan
30.95962,61.86037,Zaranj,Nimroz,Zaranj,AF,Afghanistan
32.3726,66.17708,Zamto Kelay,Kandahar,Mya Neshin,AF,Afghanistan
37.46572,69.61131,Yangi Qal'ah,Takhar,Yangi Qal'ah,AF,Afghanistan
34.73525,66.97379,Bazar-e Yakawlang,Bamyan,Yakawlang,AF,Afghanistan
32.93742,68.64622,Yahya Khel,Paktika,Yahya Khel,AF,Afghanistan
32.25122,63.85553,Washer,Helmand,Washer,AF,Afghanistan
33.68847,68.40205,Tormay,Ghazni,Khwajah 'Omari,AF,Afghanistan
33.97509,63.72868,Tulak,Ghowr,Tulak,AF,Afghanistan
33.69032,63.86361,Titan,Ghowr,Saghar,AF,Afghanistan
34.59431,61.26895,Tir Pul,Herat,Kuhsan,AF,Afghanistan
33.52118,64.42116,Taywarah,Ghowr,Taywarah,AF,Afghanistan
36.88168,70.27674,Bazar-e Tashkan,Badakhshan,Tashkan,AF,Afghanistan
32.62998,65.87806,Tarinkot,Oruzgan,Tarin Kot,AF,Afghanistan
36.73605,69.53451,Taloqan,Takhar,Taluqan,AF,Afghanistan
35.69941,66.06164,Tagaw-Bay,Sar-e Pol,Kohistanat,AF,Afghanistan
34.85501,69.64917,Tagab,Kapisa,Tagab,AF,Afghanistan
32.24139,62.94936,Markaz-e Hukumat-e Sultan-e Bakwah,Farah,Bakwah,AF,Afghanistan
31.00575,66.40001,Spin Boldak,Kandahar,Spin Boldak,AF,Afghanistan
33.20204,69.5152,Sperah,Khowst,Sperah,AF,Afghanistan
36.09916,66.20823,Sozmah Qal'ah,Sar-e Pol,Sozmah Qal'ah,AF,Afghanistan
35.00553,68.85578,Siyahgird,Parwan,Siyahgird Ghorband,AF,Afghanistan
34.57169,70.58859,Shewah,Nangarhar,Kuz Kunar,AF,Afghanistan
33.30294,62.1474,Shindand,Herat,Shindand,AF,Afghanistan
33.28744,69.91283,Shaykh Amir Kelay,Khowst,Gurbuz,AF,Afghanistan
35.03975,69.00685,Qashqal,Parwan,Shinwari,AF,Afghanistan
36.66757,65.7529,Shibirghan,Jowzjan,Shibirghan,AF,Afghanistan
33.42386,69.37684,Shwak,Paktia,Shwak,AF,Afghanistan
31.80347,66.32376,Shahr-e Safa,Zabul,Tarnek wa Jaldak,AF,Afghanistan
36.97984,70.73928,Shahran,Badakhshan,Khash,AF,Afghanistan
34.10737,64.3052,Shahrak,Ghowr,Shahrak,AF,Afghanistan
32.52154,67.41315,'Alaqahdari Shah Joy,Zabul,Shah Joy,AF,Afghanistan
33.69056,69.36881,Wuleswali Sayyid Karam,Paktia,Sayyid Karam,AF,Afghanistan
34.00037,68.71346,Markaz-e Sayyidabad,Vardak,Sayyidabad,AF,Afghanistan
36.13529,65.8297,Sayad,Sar-e Pol,Sayad,AF,Afghanistan
35.02298,69.35112,Sidqabad,Kapisa,Mahmud-e Raqi,AF,Afghanistan
32.56521,67.03324,Sayagaz,Zabul,Arghandab,AF,Afghanistan
33.50998,65.67632,Sar-e Tayghan,Daykundi,Gayti,AF,Afghanistan
34.58962,69.76005,Sarobi,Kabul,Surobi,AF,Afghanistan
34.79023,71.10962,Sar Kani,Kunar,Sirkanay,AF,Afghanistan
32.98333,67.96517,Sarfiraz Kala,Ghazni,Ab Band,AF,Afghanistan
36.21544,65.93249,Sar-e Pul,Sar-e Pol,Sar-e Pul,AF,Afghanistan
35.70177,65.23055,Sar Chakan,Faryab,Gurziwan,AF,Afghanistan
32.07275,64.8359,Sangin,Helmand,Sangin,AF,Afghanistan
33.1396,67.44046,Sang-e Mashah,Ghazni,Jaghuri,AF,Afghanistan
35.84972,66.43694,Sang-e Charak,Sar-e Pol,Sangcharak,AF,Afghanistan
35.248,63.0044,Sang Atesh,Badghis,Muqur,AF,Afghanistan
34.40744,70.63937,Sangar Saray,Nangarhar,Kamah,AF,Afghanistan
36.26468,68.01551,Aibak,Samangan,Aibak,AF,Afghanistan
35.31999,67.63387,Ru-ye Sang,Bamyan,Kahmard,AF,Afghanistan
30.15,62.6,Rudbar,Nimroz,Chahar Burjak,AF,Afghanistan
37.12604,69.83045,Rustaq,Takhar,Rustaq,AF,Afghanistan
34.79951,62.13917,Rabat-e Sangi-ye Pa'in,Herat,Kushk,AF,Afghanistan
33.52234,68.6264,Ramak,Ghazni,Deh Yak,AF,Afghanistan
36.91939,65.0649,Qurghan,Faryab,Qurghan,AF,Afghanistan
34.06183,66.27801,Quchanghi,Daykundi,Ishtarlay,AF,Afghanistan
35.68747,64.29318,Qaisar,Faryab,Qaisar,AF,Afghanistan
37.41853,66.04358,Qarqin,Jowzjan,Qarqin,AF,Afghanistan
34.55402,70.24292,Qarghah'i,Laghman,Qarghah'i,AF,Afghanistan
37.03999,66.78891,Qarchi Gak,Balkh,Dowlatabad,AF,Afghanistan
37.21959,68.7802,Qarawul,Kunduz,Imam Sahib,AF,Afghanistan
34.94023,61.77589,Qarah Bagh,Herat,Gulran,AF,Afghanistan
33.19801,68.10798,Qarah Bagh,Ghazni,Qarah Bagh,AF,Afghanistan
34.98735,63.12891,Qala i Naw,Badghis,Qal'ah-ye Now,AF,Afghanistan
38.04119,70.47298,Qal'ah-ye Kuf,Badakhshan,Kuf Ab,AF,Afghanistan
32.61591,63.66681,Qal'ah-ye Kuhnah,Farah,Gulistan,AF,Afghanistan
35.54729,65.5676,Qal'ah-ye Shahr,Sar-e Pol,Kohistanat,AF,Afghanistan
32.10575,66.90833,Qalat,Zabul,Qalat,AF,Afghanistan
34.64921,70.5914,Qal'ah-ye Shahi,Nangarhar,Darah-ye Nur,AF,Afghanistan
34.8085,63.43003,Qadis,Badghis,Qadis,AF,Afghanistan
35.42064,70.92261,Parun,Nuristan,Parun,AF,Afghanistan
35.94458,68.71512,Pul-e Khumri,Baghlan,Puli Khumri,AF,Afghanistan
33.99529,69.02274,Pul-e 'Alam,Logar,Pul-e 'Alam,AF,Afghanistan
35.76664,65.76486,Pasnay,Sar-e Pol,Kohistanat,AF,Afghanistan
31.5572,65.4343,Pashmul,Kandahar,Zharey,AF,Afghanistan
33.68956,64.8531,Pasaband,Ghowr,Pasaband,AF,Afghanistan
34.38795,67.02327,Panjab,Bamyan,Panjab,AF,Afghanistan
34.58787,68.95091,Paghman,Kabul,Paghman,AF,Afghanistan
32.90029,68.79627,Omnah,Paktika,Omnah,AF,Afghanistan
34.36972,63.17639,Obeh,Herat,Obeh,AF,Afghanistan
32.92775,66.63253,Uruzgan,Oruzgan,Khas Uruzgan,AF,Afghanistan
32.9515,69.1828,Urgun,Paktika,Urgun District,AF,Afghanistan
38.4435,70.80413,Nusay,Badakhshan,Darwaz-e Pa'in,AF,Afghanistan
34.61341,70.76498,Nurgal,Kunar,Nurgal,AF,Afghanistan
32.40315,64.46959,Now Zad,Helmand,Naw Zad,AF,Afghanistan
33.72178,66.13023,Nili,Daykundi,Nili,AF,Afghanistan
34.73414,66.95292,Nayak,Bamyan,Yakawlang,AF,Afghanistan
32.5723,66.77403,Nayak,Zabul,Daychopan,AF,Afghanistan
35.62398,70.00511,Now Dahanak,Panjshir,Parian,AF,Afghanistan
33.89793,67.95652,Okak,Ghazni,Nawur,AF,Afghanistan
35.21995,71.52284,Naray,Kunar,Naray,AF,Afghanistan
34.76009,71.04738,Narang,Kunar,Narang,AF,Afghanistan
33.18934,69.27179,Nikeh,Paktika,Nikeh,AF,Afghanistan
36.0649,69.13343,Nahrin,Baghlan,Nahrin,AF,Afghanistan
31.64286,64.23982,Hukumat-e Nad 'Ali,Helmand,Nad 'Ali,AF,Afghanistan
32.44565,64.74486,Musa Qal'ah,Helmand,Musa Qal'ah,AF,Afghanistan
35.58408,63.32886,Bala Murghab,Badghis,Murghab,AF,Afghanistan
32.82009,67.76934,Muqer,Ghazni,Muqer,AF,Afghanistan
34.21422,69.10026,Muhammad Aghah Wuluswali,Logar,Muhammad Aghah,AF,Afghanistan
32.17635,66.51271,Mizan 'Alaqahdari,Zabul,Mizan,AF,Afghanistan
34.74999,69.11899,Mir Bachah Kot,Kabul,Mir Bachah Kot,AF,Afghanistan
34.22037,68.31259,Miran,Vardak,Day Mirdad,AF,Afghanistan
30.43624,61.8383,Mirabad,Nimroz,Chahar Burjak,AF,Afghanistan
35.92139,64.78361,Maymana,Faryab,Maimanah,AF,Afghanistan
33.64916,69.7812,Maidan Khulah,Paktia,Jani Khel,AF,Afghanistan
37.0279,66.12817,Mingajik,Jowzjan,Mingajik,AF,Afghanistan
34.67139,70.20944,Mehtar Lam,Laghman,Mehtar Lam,AF,Afghanistan
36.70904,67.11087,Mazar-e Sharif,Balkh,Mazar-e Sharif,AF,Afghanistan
38.40856,71.03839,Maymay,Badakhshan,Darwaz-e Bala,AF,Afghanistan
33.24001,68.8663,Muta Khan,Paktika,Muta Khan,AF,Afghanistan
36.81665,70.10211,Mashhad,Badakhshan,Kishim,AF,Afghanistan
36.99252,66.29654,Mardian,Jowzjan,Mardian,AF,Afghanistan
35.28403,70.17017,Mandol,Nuristan,Mandol,AF,Afghanistan
34.24494,69.9968,Mama Khel,Nangarhar,Sherzad,AF,Afghanistan
31.59382,64.37161,Lashkar Gah,Helmand,Lashkar Gah,AF,Afghanistan
31.71382,61.62272,Lash-e Juwayn,Farah,Lash-e Juwayn,AF,Afghanistan
35.48936,66.66409,Larkird,Sar-e Pol,Balkhab,AF,Afghanistan
34.50141,66.27997,La'l,Ghowr,La'l wa Sar Jangal,AF,Afghanistan
33.29565,61.95221,Kushk,Herat,Shindand,AF,Afghanistan
34.10319,70.46073,Kotowal,Nangarhar,Deh Bala,AF,Afghanistan
34.8711,62.54762,Kushk-e Kuhnah,Herat,Kushk-e Kuhnah,AF,Afghanistan
36.02866,70.77258,Kuran wa Munjan,Badakhshan,Kuran Wa Munjan,AF,Afghanistan
36.72895,68.857,Kunduz,Kunduz,Kunduz,AF,Afghanistan
33.99916,69.21582,Khoshi,Logar,Khoshi,AF,Afghanistan
32.68567,68.23801,Khoshamand,Paktika,Dilah,AF,Afghanistan
37.06588,69.42126,Khwajah Ghar,Takhar,Khwajah Ghar,AF,Afghanistan
36.82881,65.62432,Khwajah Du Koh,Jowzjan,Khwajah Du Koh,AF,Afghanistan
37.88965,70.21875,Deh Khwahan,Badakhshan,Khwahan,AF,Afghanistan
33.4948,70.00605,Khulbisat,Khowst,Sabari,AF,Afghanistan
31.56267,66.5814,Khugyani,Kandahar,Arghistan,AF,Afghanistan
33.33951,69.92041,Khost,Khowst,Khost,AF,Afghanistan
36.69736,67.69826,Khulm,Balkh,Khulm,AF,Afghanistan
35.17835,67.68758,Khudaydad Khel,Bamyan,Sayghan,AF,Afghanistan
35.58908,68.90093,Khinjan,Baghlan,Khinjan,AF,Afghanistan
35.42898,69.73482,Khinj,Panjshir,Khinj,AF,Afghanistan
31.52919,62.79055,Khash,Nimroz,Khash Rod,AF,Afghanistan
30.5488,63.7888,Khan Neshin,Helmand,Reg-e Khan Neshin,AF,Afghanistan
36.62587,69.53695,Khanaqah,Takhar,Chal,AF,Afghanistan
37.00108,65.22392,Chahar Bagh,Faryab,Khan-e Chahar Bagh,AF,Afghanistan
36.95127,72.318,Khandud,Badakhshan,Wakhan,AF,Afghanistan
36.86279,66.16656,Khanaqah,Jowzjan,Khanaqah,AF,Afghanistan
36.68304,69.11279,Khanabad,Kunduz,Khanabad,AF,Afghanistan
37.5275,65.75833,Khamyab,Jowzjan,Khamyab,AF,Afghanistan
32.8385,67.07377,Khakiran,Zabul,Kakar,AF,Afghanistan
34.24088,70.18274,Kazhah,Nangarhar,Khugyani,AF,Afghanistan
31.62519,65.05511,Kishk-e Nakhud,Kandahar,Maywand,AF,Afghanistan
34.48108,62.5863,Karukh,Herat,Karukh,AF,Afghanistan
34.9536,70.77897,Kanday,Kunar,Chapah Darah,AF,Afghanistan
31.61332,65.71013,Kandahar,Kandahar,Kandahar District,AF,Afghanistan
33.83676,68.40233,Kalan Deh,Vardak,Jaghatu,AF,Afghanistan
34.78371,69.15001,Kalakan,Kabul,Kalakan,AF,Afghanistan
36.77226,69.94489,Kalafgan,Takhar,Kalafgan,AF,Afghanistan
33.20357,65.47311,Kajran,Daykundi,Kajran,AF,Afghanistan
34.12819,70.71828,Ka'i,Nangarhar,Achin,AF,Afghanistan
34.52813,69.17233,Kabul,Kabul,Kabul,AF,Afghanistan
36.86477,70.83421,Jurm,Badakhshan,Jurm,AF,Afghanistan
35.06361,64.14917,Jawand,Badghis,Jowand,AF,Afghanistan
32.76315,68.39722,Jani Khel,Paktika,Jani Khel,AF,Afghanistan
34.4708,68.65438,Jalrez,Vardak,Jalrayz,AF,Afghanistan
34.42647,70.45153,Jalalabad,Nangarhar,Jalalabad,AF,Afghanistan
35.11833,69.23778,Jabal os Saraj,Parwan,Jabal us Saraj,AF,Afghanistan
31.98303,67.33558,Hukumat-e Shinkai,Zabul,Shinkai,AF,Afghanistan
34.34817,62.19967,Herat,Herat,Herat District,AF,Afghanistan
35.10922,69.43341,Haji Khel,Kapisa,Koh Band,AF,Afghanistan
37.05643,70.40061,Hafiz Moghul,Badakhshan,Argo,AF,Afghanistan
34.28665,70.37247,Hafizan,Nangarhar,Chaparhar,AF,Afghanistan
34.21223,62.21235,Guzarah,Herat,Guzarah,AF,Afghanistan
34.35822,70.76264,Goshtah,Nangarhar,Goshtah,AF,Afghanistan
32.50989,68.85598,Gomal Kelay,Paktika,Gomal,AF,Afghanistan
32.72692,67.63696,'Alaqahdari Gelan,Ghazni,Gelan,AF,Afghanistan
34.3448,61.49321,Ghoriyan,Herat,Ghoriyan,AF,Afghanistan
35.73062,63.78264,Ghormach,Badghis,Ghormach,AF,Afghanistan
36.5222,70.79063,Ghurayd Gharame,Badakhshan,Yamgan,AF,Afghanistan
33.55391,68.42096,Ghazni,Ghazni,Ghazni,AF,Afghanistan
31.82089,64.57005,Gereshk,Helmand,Nahr-e Saraj,AF,Afghanistan
33.59744,69.22592,Gardez,Paktia,Gardez,AF,Afghanistan
37.11664,70.58002,Fayzabad,Badakhshan,Faizabad,AF,Afghanistan
36.82091,66.45921,Faizabad,Jowzjan,Faizabad,AF,Afghanistan
36.29111,64.86222,Fayzabad,Faryab,Shirin Tagab,AF,Afghanistan
33.78529,63.24735,Qal'ah-ye Farsi,Herat,Farsi,AF,Afghanistan
36.57288,69.85783,Farkhar,Takhar,Farkhar,AF,Afghanistan
32.37451,62.11638,Farah,Farah,Farah,AF,Afghanistan
34.83268,69.07756,Istalif,Kabul,Istalif,AF,Afghanistan
34.66667,61.06667,Kafir Qala,Herat,Kuhsan,AF,Afghanistan
34.30157,62.2465,Injil,Herat,Injil,AF,Afghanistan
37.18897,68.93644,Imam Sahib,Kunduz,Imam Sahib,AF,Afghanistan
35.60918,68.68473,Doshi,Baghlan,Doshi,AF,Afghanistan
34.55132,65.79302,Dowlatyar,Ghowr,Dowlatyar,AF,Afghanistan
34.9504,70.07102,Dowlat Shah,Laghman,Dowlat Shah,AF,Afghanistan
36.98821,66.82069,Dowlatabad,Balkh,Dowlatabad,AF,Afghanistan
36.43259,64.92071,Dowlatabad,Faryab,Dowlatabad,AF,Afghanistan
32.14237,61.4469,Du Qal'ah,Farah,Shayb Koh,AF,Afghanistan
35.56277,67.82191,Duab,Samangan,Ruy Duab,AF,Afghanistan
32.43205,65.63484,De Narkhel Kelay,Kandahar,Nesh,AF,Afghanistan
35.95806,67.27998,Dehi,Samangan,Darah-ye Suf-e Pa'in,AF,Afghanistan
35.69031,69.31511,Deh-e Salah,Baghlan,Deh-e Salah,AF,Afghanistan
34.74767,69.04784,Deh-e Now,Kabul,Gul Darah,AF,Afghanistan
36.66319,66.99339,Dehdadi,Balkh,Dehdadi,AF,Afghanistan
33.28159,69.58531,Dwah Manday,Khowst,Shamul,AF,Afghanistan
37.1539,69.4435,Dasht-e Qal'ah,Takhar,Dasht-e Qal'ah,AF,Afghanistan
33.02978,63.8395,Dasht-e Qal'ah,Farah,Pur Chaman,AF,Afghanistan
37.13333,69.16667,Dasht-e Archi,Kunduz,Imam Sahib,AF,Afghanistan
35.97744,65.37828,Darzab,Jowzjan,Darzab,AF,Afghanistan
31.13231,64.1934,Markaz-e Hukumat-e Darweshan,Helmand,Garmsir,AF,Afghanistan
37.38414,69.45294,Darqad,Takhar,Darqad,AF,Afghanistan
36.86667,70.38333,Darayim,Badakhshan,Darayim,AF,Afghanistan
34.99249,71.41935,Dangam,Kunar,Dangam,AF,Afghanistan
34.79095,69.47504,Dandar,Parwan,Koh-e Safi,AF,Afghanistan
35.90617,68.48869,Hukumati Dahanah-ye Ghori,Baghlan,Dahanah-ye Ghori,AF,Afghanistan
34.69246,70.92688,Tsowkey,Kunar,Tsowkey,AF,Afghanistan
35.41674,65.98234,Chiras,Sar-e Pol,Kohistanat,AF,Afghanistan
34.34731,63.73966,Chisht-e Sharif,Herat,Chisht-e Sharif,AF,Afghanistan
32.01583,65.10721,Chinar,Kandahar,Ghorak,AF,Afghanistan
36.67818,66.80325,Chimtal,Balkh,Chimtal,AF,Afghanistan
33.79712,68.93749,Charkh,Logar,Charkh,AF,Afghanistan
35.01361,69.17139,Charikar,Parwan,Charikar,AF,Afghanistan
36.69132,68.79093,Dowr-e Rabat,Kunduz,Chahar Dara,AF,Afghanistan
33.83003,69.9192,Tsaperai,Paktia,Dand Patan,AF,Afghanistan
33.80298,69.81671,Tsamkani,Paktia,Tsamkani,AF,Afghanistan
34.34099,69.4377,Chakaray,Kabul,Khak-e Jabar,AF,Afghanistan
36.91112,71.0688,Chakaran,Badakhshan,Warduj,AF,Afghanistan
33.55267,68.29828,Chahar Qal'ah,Ghazni,Wali Muhammad Shahid Khugyani,AF,Afghanistan
34.24475,62.19165,Chahar Burj,Herat,Guzarah,AF,Afghanistan
37.39773,69.81464,Chah Ab,Takhar,Chah Ab,AF,Afghanistan
34.51952,65.25093,Fayroz Koh,Ghowr,Chaghcharan,AF,Afghanistan
34.87706,68.0879,Bulolah,Bamyan,Shibar,AF,Afghanistan
35.84026,65.2309,Bal Chiragh,Faryab,Bal Chiragh,AF,Afghanistan
35.39205,68.22317,Bazar-e Talah,Baghlan,Talah wa Barfak,AF,Afghanistan
34.24749,70.87218,Basawul,Nangarhar,Mohmand Darah,AF,Afghanistan
36.22242,69.15037,Burkah,Baghlan,Burkah,AF,Afghanistan
35.67283,71.34339,Barg-e Matal,Nuristan,Barg-e Matal,AF,Afghanistan
33.96744,68.9492,Baraki Barak,Logar,Baraki Barak,AF,Afghanistan
35.63348,69.26019,Banu,Baghlan,Andarab,AF,Afghanistan
34.82156,67.82734,Bamyan,Bamyan,Bamyan,AF,Afghanistan
36.75635,66.8972,Balkh,Balkh,Balkh District,AF,Afghanistan
37.00254,70.90664,Baharak,Badakhshan,Baharak,AF,Afghanistan
34.49376,69.27427,Bagrami,Kabul,Bagrami,AF,Afghanistan
36.13068,68.70829,Baghlan,Baghlan,Baghlan-e Jadid,AF,Afghanistan
34.17355,69.64573,Hukumati Azrah,Logar,Azrah,AF,Afghanistan
37.08571,69.47958,Art Khwajah,Takhar,Dasht-e Qal'ah,AF,Afghanistan
31.73506,67.3574,'Alaqahdari Atghar,Zabul,Atghar,AF,Afghanistan
35.03333,71.35809,Asmar,Kunar,Bar Kunar,AF,Afghanistan
36.68333,71.53333,Ashkasham,Badakhshan,Ishkashim,AF,Afghanistan
34.87311,71.14697,Asadabad,Kunar,Asadabad,AF,Afghanistan
31.55981,66.48926,Arghestan,Kandahar,Arghistan,AF,Afghanistan
36.905,66.18341,Aqchah,Jowzjan,Aqchah,AF,Afghanistan
36.95293,65.12376,Andkhoy,Faryab,Andkhoy,AF,Afghanistan
35.23251,69.37719,'Unabah,Panjshir,'Unabah,AF,Afghanistan
32.7587,61.65397,Anar Darah,Farah,Anar Darah,AF,Afghanistan
30.21144,66.04765,Amanzi,Kandahar,Shorabak,AF,Afghanistan
35.84616,64.53074,'Alaqahdari-ye Almar,Faryab,Almar,AF,Afghanistan
33.4362,70.06711,'Ali Sher 'Alaqahdari,Khowst,Terayzai,AF,Afghanistan
34.83529,70.3593,Wuluswali 'Alingar,Laghman,'Alingar,AF,Afghanistan
33.94253,69.71908,'Ali Khel,Paktia,Jaji,AF,Afghanistan
33.05195,68.65,'Alaqahdari Yosuf Khel,Paktika,Yosuf Khel,AF,Afghanistan
30.43206,63.29802,'Alaqahdari Dishu,Helmand,Dishu,AF,Afghanistan
34.8965,69.72049,Alah Say,Kapisa,Alah Say,AF,Afghanistan
34.20011,70.27806,Pachir wa Agam,Nangarhar,Pachir wa Agam,AF,Afghanistan
36.66172,69.35095,Afaqi,Takhar,Bangi,AF,Afghanistan
33.64573,62.26959,Adraskan,Herat,Adraskan,AF,Afghanistan
35.08796,63.0678,Ab-e Kamari,Badghis,Ab-e Kamari,AF,Afghanistan
33.92232,65.93398,Khadir,Daykundi,Khadir,AF,Afghanistan
34.95076,69.2287,Ghulam 'Ali,Parwan,Bagram,AF,Afghanistan
34.8529,69.17062,Qarah Bagh Bazar,Kabul,Qarah Bagh,AF,Afghanistan
34.78764,69.05878,Zargaran,Kabul,Farzah,AF,Afghanistan
34.68474,69.02863,Surkh Bilandi,Kabul,Shakar Darah,AF,Afghanistan
34.59972,69.25993,Pul-e Sangi,Kabul,Deh-e Sabz,AF,Afghanistan
35.99474,68.05081,Langar,Samangan,Khuram wa Sar Bagh,AF,Afghanistan
35.22156,69.21397,Bagh-e Maidan,Parwan,Salang,AF,Afghanistan
35.05352,69.25654,Ibrahim Khan,Parwan,Sayyid Khel,AF,Afghanistan
37.21528,67.63972,Qaranghu Toghai,Balkh,Kaldar,AF,Afghanistan
35.31292,69.51519,Bazarak,Panjshir,Bazarak,AF,Afghanistan
35.01468,69.59934,Sherwani-ye Bala,Kapisa,Nijrab,AF,Afghanistan
35.2973,69.68125,Kiraman,Panjshir,Darah,AF,Afghanistan
32.79331,69.0866,'Alaqahdari Sarobi,Paktika,Sarobi,AF,Afghanistan
33.15806,69.31278,Ziruk `Alaqahdari,Paktika,Ziruk,AF,Afghanistan
32.28991,61.52194,Kushkak,Farah,Qal'ah-ye Kah,AF,Afghanistan
32.85355,68.44971,Khayr Kot,Paktika,Zarghun Shahr,AF,Afghanistan
33.38278,66.27233,Chowney,Daykundi,Gizab,AF,Afghanistan
34.91914,71.09863,Wutahpur,Kunar,Wutahpur,AF,Afghanistan
34.96597,71.2746,Karbori,Kunar,Shigal wa Sheltan,AF,Afghanistan
34.41204,70.29634,Sultanpur-e 'Ulya,Nangarhar,Surkh Rod,AF,Afghanistan
31.66144,65.66098,Baba Sahib,Kandahar,Arghandab,AF,Afghanistan
34.58469,68.95524,Chandal Ba'i,Kabul,Paghman,AF,Afghanistan
34.92891,68.46273,Dahan-e Jarf,Parwan,Shaykh 'Ali,AF,Afghanistan
34.39561,68.86618,Maydanshakhr,Vardak,Maidan Shahr,AF,Afghanistan
34.15599,64.78566,Du Lainah,Ghowr,Du Lainah,AF,Afghanistan
36.83006,65.04299,Qaram Qol,Faryab,Qaram Qol,AF,Afghanistan
35.61794,69.47134,Pul-e Hisar,Baghlan,Pul-e Hisar,AF,Afghanistan
36.02634,66.83799,Lab-Sar,Balkh,Kishindeh,AF,Afghanistan
36.61922,69.62805,Taqchah Khanah,Takhar,Namak Ab,AF,Afghanistan
37.52845,70.4482,March,Badakhshan,Yawan,AF,Afghanistan
37.59233,70.55814,Ziraki,Badakhshan,Raghistan,AF,Afghanistan
36.52115,68.89985,`Aliabad,Kunduz,'Aliabad,AF,Afghanistan
37.47355,70.61617,Pas Pul,Badakhshan,Kohistan,AF,Afghanistan
34.39951,69.16705,Qal'ah-ye Na'im,Kabul,Chahar Asyab,AF,Afghanistan
34.12583,70.70778,Markaz-e Woluswali-ye Achin,Nangarhar,Achin,AF,Afghanistan
34.99015,70.91302,Manogay,Kunar,Darah-ye Pech,AF,Afghanistan
32.97704,69.37308,Ster Giyan,Paktika,Giyan,AF,Afghanistan
33.17568,68.73045,Sharan,Paktika,Sharan,AF,Afghanistan
33.67067,69.32983,Salam Khel,Paktia,Ahmadabad,AF,Afghanistan
17.05037,-61.80091,Swetes,Saint Paul,,AG,Antigua and Barbuda
